Index,Hotel,Review,polarity,real_fake
107,Residence Inn By Mariott Downtown,Excellent hotel with a modern touch. Loved the size of the suites and amenities. Friendly and very accommodating staff. Only downside is $30 per night parking however the front desk was kind enough to point out alternatives in the area for cheaper price. Great location in the Beltline area and walking distance to great spots in downtown Calgary. Will definitely be back.,positive,real
108,Residence Inn By Mariott Downtown,"Favourite new Calgary hotel. Stayed three nights in Aug. 2021, and were upgraded to a suite (booked directly on the Marriot site and for better price with a parking package than available elsewhere). Great location for shopping and eateries. Hot breakfast buffet was very good with lots of options, very clean and modern hotel and rooms, great staff. Nice walk in shower, kitchen in suites a nice option and fully stocked. Didn’t get chance to use the gym but poked head in and it looked decently equipped. Parking onsite at $30 per night is fairly standard for downtown Calgary.",positive,real
109,Residence Inn By Mariott Downtown,"Clean and spacious room! It was nice to be able to cook in the room since it's panini I didn't want to dine outside. Also, the breakfast buffet was absolutely amazing! I would definitely stay here next time I visit Calgary.",positive,fake
110,Residence Inn By Mariott Downtown,"Loved it! Beautiful suites, great view, staff was friendly and helpful, and the breakfasts are fantastic. Plus it's pet friendly! Will absolutely stay at the Residence again.",positive,real
111,Residence Inn By Mariott Downtown,"This is my fourth visit to Calgary, this hotel is the best! For me is Number 1! Nice staff helping with a smile, it’s very clean, new furniture, I love it.Thank you so much for the excellent service and for being patient. Imane Adenane.",positive,real
112,Residence Inn By Mariott Downtown,"Fantastic hotel.... new property, but staff and location were incredible... very friendly service.",positive,real
113,Residence Inn By Mariott Downtown,Amazing room! I had a king suite and everything was just… right,positive,real
114,Residence Inn By Mariott Downtown,"New hotel walking distance to the heart of downtown Calgary as well as the Beltline, East Village, Inglewood and the Stampede grounds. Staff is super nice. The 3rd floor outdoor patio was a great spot to enjoy the included breakfast buffet.",positive,fake
115,Residence Inn By Mariott Downtown,"The view was great from room. The breakfast was delicious, patio was open. Really enjoyed my stay. The 2 women at the reception were really friendly. I'll definitely visit again.",positive,real
116,Residence Inn By Mariott Downtown,"Me and my husband recently stayed here with our 3 year old daughter. We had such a great experience. Our 1 bedroom suite was so spacious. It did not feel like a hotel but more of a condo. It had a fridge, cooktop, dishwasher/sink, microwave. This was so convenient with a child. There was also much room for her to play in the room. We also loved the fact that the tv channels were preloaded with Netflix, YouTube and Amazon. All we had to do was sign in to access it all. The location was very convenient as well; in the heart of downtown! Hotel parking is expensive but you can use a third party company to pay for parking; it's very inexpensive. The breakfast at the hotel is comparable to a 5 star all inclusive resort. There's so many choices and everything was delicious! Would definitely recommend this hotel if you are looking to stay in the downtown Calgary area!",positive,real
